縣市名稱,鄉鎮市區名稱,學校代碼,學校名稱,公/私立,山地別,學生總數,阿美族原住民學生數,泰雅族原住民學生數,排灣族原住民學生數,布農族原住民學生數,卑南族原住民學生數,鄒(曹)族原住民學生數,魯凱族原住民學生數,賽夏族原住民學生數,雅美族原住民學生數,邵族原住民學生數,噶瑪蘭族原住民學生數,太魯閣族原住民學生數,撒奇萊雅族原住民學生數,賽德克族原住民學生數,拉阿魯哇族原住民學生數,卡那卡那富族原住民學生數,其他原住民學生數
[14]臺東縣,臺東市,140601,國立臺東大學附小,公立,平,1007,56,0,22,14,21,0,3,0,0,0,0,1,0,0,0,0,0
[14]臺東縣,臺東市,144601,縣立仁愛國小,公立,平,288,58,1,21,5,10,0,0,0,3,0,0,1,0,0,0,0,0
[14]臺東縣,臺東市,144602,縣立復興國小,公立,平,100,9,1,9,2,4,0,0,0,4,0,0,2,0,0,0,0,0
[14]臺東縣,臺東市,144603,縣立光明國小,公立,平,121,22,1,8,5,5,0,1,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144604,縣立寶桑國小,公立,平,347,57,0,12,8,11,0,1,0,0,0,1,2,0,0,0,0,0
[14]臺東縣,臺東市,144605,縣立新生國小,公立,平,667,128,3,46,17,22,1,3,0,1,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144606,縣立豐里國小,公立,平,116,54,0,3,1,6,0,1,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144607,縣立豐榮國小,公立,平,402,104,7,36,6,11,0,0,0,4,0,0,0,0,3,0,0,0
[14]臺東縣,臺東市,144608,縣立馬蘭國小,公立,平,531,51,0,26,12,14,0,2,0,2,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144609,縣立豐源國小,公立,平,68,9,0,0,1,7,0,1,0,0,0,0,3,0,0,0,0,0
[14]臺東縣,臺東市,144610,縣立康樂國小,公立,平,245,50,1,15,6,9,0,0,0,2,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144611,縣立豐年國小,公立,平,72,25,1,11,12,5,0,1,0,2,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144612,縣立卑南國小,公立,平,242,57,0,6,16,13,0,1,0,1,0,0,2,0,0,0,0,0
[14]臺東縣,臺東市,144613,縣立岩灣國小,公立,平,62,22,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144614,縣立南王國小,公立,平,71,13,1,4,4,42,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144615,縣立知本國小,公立,平,186,22,3,16,6,57,0,2,0,1,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144616,縣立建和國小,公立,平,66,12,1,4,0,26,0,0,0,0,0,0,1,0,0,0,0,0
[14]臺東縣,臺東市,144617,縣立豐田國小,公立,平,218,38,0,18,3,35,0,9,1,0,0,0,1,0,0,0,0,0
[14]臺東縣,臺東市,144618,縣立富岡國小,公立,平,54,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,臺東市,144619,縣立新園國小,公立,平,37,3,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,卑南鄉,144620,縣立賓朗國小,公立,平,55,14,0,1,7,15,0,0,0,0,0,0,1,0,0,0,0,0
[14]臺東縣,卑南鄉,144621,縣立溫泉國小,公立,平,100,10,0,6,3,2,0,2,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,卑南鄉,144622,縣立利嘉國小,公立,平,57,7,0,4,2,39,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,卑南鄉,144623,縣立初鹿國小,公立,平,75,23,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,卑南鄉,144624,縣立東成國小,公立,平,50,1,0,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0
[14]臺東縣,卑南鄉,144625,縣立富山國小,公立,平,101,28,0,5,1,5,1,0,0,0,0,0,1,0,0,0,0,0
[14]臺東縣,卑南鄉,144627,縣立大南國小,公立,平,74,5,1,8,3,3,0,53,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,卑南鄉,144628,縣立太平國小,公立,平,132,23,2,19,5,47,0,6,0,2,0,0,1,0,0,0,0,0
[14]臺東縣,太麻里鄉,144629,縣立大王國小,公立,平,157,20,0,61,3,1,0,4,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,太麻里鄉,144630,縣立香蘭國小,公立,平,35,6,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0
[14]臺東縣,太麻里鄉,144632,縣立三和國小,公立,平,53,4,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,太麻里鄉,144633,縣立美和國小,公立,平,39,10,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,太麻里鄉,144635,縣立大溪國小,公立,平,35,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,大武鄉,144636,縣立尚武國小,公立,平,52,3,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,大武鄉,144637,縣立大武國小,公立,平,102,4,0,75,2,0,0,2,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,大武鄉,144638,縣立大鳥國小,公立,平,71,2,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,鹿野鄉,144642,縣立鹿野國小,公立,平,46,9,1,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,鹿野鄉,144643,縣立龍田國小,公立,平,45,6,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,鹿野鄉,144644,縣立永安國小,公立,平,59,15,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0
[14]臺東縣,鹿野鄉,144645,縣立瑞豐國小,公立,平,37,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,鹿野鄉,144646,縣立瑞源國小,公立,平,73,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,關山鎮,144647,縣立關山國小,公立,平,319,68,8,2,54,0,0,1,3,0,0,0,2,0,0,0,0,0
[14]臺東縣,關山鎮,144648,縣立月眉國小,公立,平,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,關山鎮,144649,縣立德高國小,公立,平,25,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,關山鎮,144650,縣立電光國小,公立,平,23,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,池上鄉,144651,縣立福原國小,公立,平,173,45,1,0,12,1,0,0,0,0,0,0,5,0,0,0,0,0
[14]臺東縣,池上鄉,144652,縣立大坡國小,公立,平,39,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,池上鄉,144653,縣立萬安國小,公立,平,43,11,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,東河鄉,144655,縣立東河國小,公立,平,49,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,東河鄉,144656,縣立都蘭國小,公立,平,57,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,東河鄉,144659,縣立泰源國小,公立,平,70,44,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,東河鄉,144660,縣立北源國小,公立,平,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,成功鎮,144662,縣立三民國小,公立,平,102,71,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0
[14]臺東縣,成功鎮,144663,縣立成功國小,公立,平,279,82,0,4,2,6,0,0,0,1,0,0,0,0,0,0,0,0
[14]臺東縣,成功鎮,144664,縣立信義國小,公立,平,56,45,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,成功鎮,144665,縣立三仙國小,公立,平,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,成功鎮,144667,縣立忠孝國小,公立,平,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,長濱鄉,144669,縣立長濱國小,公立,平,74,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
[14]臺東縣,長濱鄉,144671,縣立寧埔國小,公立,平,33,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,長濱鄉,144672,縣立竹湖國小,公立,平,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,長濱鄉,144673,縣立三間國小,公立,平,35,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[14]臺東縣,長濱鄉,144674,縣立樟原國小,公立,平,17,10,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0
[14]臺東縣,臺東市,144701,縣立東海國小,公立,平,687,45,0,25,11,9,0,0,0,2,0,0,1,0,0,0,0,0
[14]臺東縣,東河鄉,144703,縣立興隆國小,公立,平,46,13,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,花蓮市,150601,國立東華大學附設實小,公立,平,833,43,1,5,5,0,0,0,1,0,0,0,19,2,4,0,0,0
[15]花蓮縣,花蓮市,151602,私立海星國小,私立,平,525,23,1,1,5,0,0,1,0,0,0,1,16,1,2,0,0,0
[15]花蓮縣,花蓮市,154601,縣立明禮國小,公立,平,186,34,2,0,0,1,0,0,0,0,0,0,14,0,1,0,0,0
[15]花蓮縣,花蓮市,154602,縣立明義國小,公立,平,1362,96,3,7,4,6,0,0,0,0,0,0,43,3,0,0,0,0
[15]花蓮縣,花蓮市,154603,縣立明廉國小,公立,平,482,97,9,2,13,1,0,0,2,1,0,5,18,5,1,0,0,0
[15]花蓮縣,花蓮市,154604,縣立明恥國小,公立,平,228,57,5,0,19,2,0,0,0,0,0,1,17,0,3,0,0,0
[15]花蓮縣,花蓮市,154605,縣立中正國小,公立,平,983,103,2,1,5,0,0,0,0,0,0,6,25,0,1,0,0,0
[15]花蓮縣,花蓮市,154606,縣立信義國小,公立,平,77,16,0,1,0,0,0,0,0,0,0,3,7,0,0,0,0,0
[15]花蓮縣,花蓮市,154607,縣立復興國小,公立,平,99,29,2,1,1,1,0,1,0,0,0,0,15,0,0,0,0,0
[15]花蓮縣,花蓮市,154608,縣立中華國小,公立,平,296,65,6,1,8,0,0,0,0,0,0,1,27,0,0,0,0,0
[15]花蓮縣,花蓮市,154610,縣立忠孝國小,公立,平,455,78,6,1,3,4,0,0,0,0,0,0,21,0,1,0,0,0
[15]花蓮縣,花蓮市,154611,縣立北濱國小,公立,平,123,11,2,0,1,1,0,0,0,0,0,1,5,0,0,0,0,0
[15]花蓮縣,花蓮市,154612,縣立鑄強國小,公立,平,499,92,9,7,12,3,1,0,0,0,0,1,36,3,4,0,0,0
[15]花蓮縣,花蓮市,154613,縣立國福國小,公立,平,35,19,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0
[15]花蓮縣,新城鄉,154614,縣立新城國小,公立,平,231,19,18,0,3,0,0,0,0,0,0,4,136,0,1,0,0,0
[15]花蓮縣,新城鄉,154615,縣立北埔國小,公立,平,423,144,9,2,15,1,0,1,0,0,0,0,91,4,0,0,0,0
[15]花蓮縣,新城鄉,154616,縣立康樂國小,公立,平,80,23,1,0,1,1,0,0,0,0,0,0,21,0,0,0,0,0
[15]花蓮縣,新城鄉,154617,縣立嘉里國小,公立,平,73,21,2,0,4,0,0,0,0,0,0,3,17,0,2,0,0,0
[15]花蓮縣,吉安鄉,154618,縣立吉安國小,公立,平,253,50,3,1,13,1,0,0,1,0,0,5,30,0,0,0,0,0
[15]花蓮縣,吉安鄉,154619,縣立宜昌國小,公立,平,824,222,11,6,9,1,0,1,0,0,0,4,30,0,0,2,0,0
[15]花蓮縣,吉安鄉,154620,縣立北昌國小,公立,平,818,71,6,0,9,0,0,0,0,0,0,0,19,1,0,0,0,0
[15]花蓮縣,吉安鄉,154621,縣立稻香國小,公立,平,277,38,0,1,9,3,0,0,0,0,0,0,16,0,0,0,0,0
[15]花蓮縣,吉安鄉,154622,縣立光華國小,公立,平,69,27,1,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0
[15]花蓮縣,吉安鄉,154623,縣立南華國小,公立,平,69,19,3,2,1,0,0,0,0,0,0,0,10,0,0,0,0,0
[15]花蓮縣,吉安鄉,154624,縣立化仁國小,公立,平,219,115,3,1,4,0,0,0,0,0,0,0,14,0,0,0,0,0
[15]花蓮縣,吉安鄉,154625,縣立太昌國小,公立,平,319,77,3,1,5,3,0,1,0,0,0,0,39,0,1,0,0,0
[15]花蓮縣,壽豐鄉,154626,縣立壽豐國小,公立,平,140,57,1,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0
[15]花蓮縣,壽豐鄉,154627,縣立豐山國小,公立,平,69,12,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0
[15]花蓮縣,壽豐鄉,154628,縣立豐裡國小,公立,平,74,32,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
[15]花蓮縣,壽豐鄉,154629,縣立志學國小,公立,平,128,29,2,0,4,0,0,0,0,0,0,0,8,0,0,1,0,0
[15]花蓮縣,壽豐鄉,154630,縣立平和國小,公立,平,39,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
[15]花蓮縣,壽豐鄉,154631,縣立溪口國小,公立,平,23,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,壽豐鄉,154632,縣立月眉國小,公立,平,24,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
[15]花蓮縣,壽豐鄉,154633,縣立水璉國小,公立,平,30,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[15]花蓮縣,鳳林鎮,154634,縣立鳳林國小,公立,平,163,30,4,0,6,3,0,0,0,0,0,0,14,0,0,0,0,0
[15]花蓮縣,鳳林鎮,154636,縣立大榮國小,公立,平,48,19,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0
[15]花蓮縣,鳳林鎮,154637,縣立鳳仁國小,公立,平,61,7,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0
[15]花蓮縣,鳳林鎮,154638,縣立北林國小,公立,平,21,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
[15]花蓮縣,鳳林鎮,154640,縣立長橋國小,公立,平,36,6,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
[15]花蓮縣,鳳林鎮,154642,縣立林榮國小,公立,平,31,2,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
[15]花蓮縣,光復鄉,154643,縣立光復國小,公立,平,128,84,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
[15]花蓮縣,光復鄉,154644,縣立太巴塱國小,公立,平,97,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,光復鄉,154648,縣立大進國小,公立,平,115,29,2,1,2,0,0,0,0,0,0,1,3,0,1,0,0,0
[15]花蓮縣,瑞穗鄉,154649,縣立瑞穗國小,公立,平,216,50,5,2,6,0,1,2,0,0,0,0,28,2,0,0,0,0
[15]花蓮縣,瑞穗鄉,154650,縣立瑞北國小,公立,平,43,10,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0
[15]花蓮縣,瑞穗鄉,154651,縣立瑞美國小,公立,平,42,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[15]花蓮縣,瑞穗鄉,154652,縣立鶴岡國小,公立,平,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,瑞穗鄉,154653,縣立舞鶴國小,公立,平,21,8,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0
[15]花蓮縣,瑞穗鄉,154654,縣立富源國小,公立,平,66,45,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0
[15]花蓮縣,豐濱鄉,154655,縣立豐濱國小,公立,平,58,42,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
[15]花蓮縣,豐濱鄉,154656,縣立港口國小,公立,平,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,豐濱鄉,154657,縣立靜浦國小,公立,平,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,豐濱鄉,154658,縣立新社國小,公立,平,26,9,0,1,4,0,0,1,0,0,0,10,1,0,0,0,0,0
[15]花蓮縣,玉里鎮,154660,縣立玉里國小,公立,平,281,30,2,4,30,1,0,1,0,1,0,0,5,0,0,0,0,0
[15]花蓮縣,玉里鎮,154661,縣立中城國小,公立,平,327,39,0,4,43,0,0,0,0,0,0,0,3,0,3,0,0,0
[15]花蓮縣,玉里鎮,154662,縣立源城國小,公立,平,45,10,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,玉里鎮,154663,縣立樂合國小,公立,平,33,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[15]花蓮縣,玉里鎮,154664,縣立觀音國小,公立,平,12,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,玉里鎮,154665,縣立高寮國小,公立,平,28,14,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,玉里鎮,154666,縣立松浦國小,公立,平,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,玉里鎮,154667,縣立春日國小,公立,平,35,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,玉里鎮,154668,縣立德武國小,公立,平,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,玉里鎮,154669,縣立三民國小,公立,平,46,2,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0
[15]花蓮縣,玉里鎮,154670,縣立大禹國小,公立,平,39,8,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,玉里鎮,154671,縣立長良國小,公立,平,24,8,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,1
[15]花蓮縣,富里鄉,154672,縣立富里國小,公立,平,97,12,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0
[15]花蓮縣,富里鄉,154674,縣立東里國小,公立,平,67,11,0,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0
[15]花蓮縣,富里鄉,154675,縣立明里國小,公立,平,32,11,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,富里鄉,154676,縣立吳江國小,公立,平,28,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,富里鄉,154677,縣立學田國小,公立,平,27,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,富里鄉,154678,縣立永豐國小,公立,平,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,富里鄉,154679,縣立萬寧國小,公立,平,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,富里鄉,154680,縣立東竹國小,公立,平,54,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,瑞穗鄉,154705,縣立奇美國小,公立,平,15,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,光復鄉,154707,縣立西富國小,公立,平,32,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,光復鄉,154708,縣立大興國小,公立,平,33,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
[15]花蓮縣,花蓮市,154711,縣立中原國小,公立,平,455,86,0,3,2,1,0,0,0,0,0,0,6,0,0,0,0,0
